1_P1,1_P2,1_T,1_F,1_CV,1_X,1_PV,Juice temperature inlet,Juice temperature outlet,Juice density inlet,Juice density outlet,Steam flow,Steam pressure,Steam temperature,Vapour pressure,Vapour temperature,2_P1,2_P2,2_T,2_PV,2_CV,2_X,3_P1,3_P2,3_T,3_F,3_CV,3_X,3_PV,3_Steam flow,3_Steam pressure,3_Steam temperature,drifting
653.5,347.7,97.5,341.8,36.2,35.6,49.0,130.0,133.9,12.7,21.5,72.2,262.2,139.2,165.4,132.6,511.4,147.5,92.6,47.4,70.9,69.7,3388.5,2790.7,99.9,40.0,96.8,0.2,42.2,13.2,2409.8,396.6,16
665.9,341.1,97.5,341.4,35.8,35.2,49.0,129.9,133.9,12.7,21.4,71.2,262.5,139.2,165.4,132.7,512.8,147.5,92.6,46.1,70.6,70.7,3406.1,2791.7,99.9,40.0,99.7,0.2,40.3,13.2,2410.7,396.6,16
663.5,348.7,97.5,339.4,36.2,34.9,49.3,130.0,133.9,12.7,21.4,72.5,262.7,139.2,165.4,132.6,512.8,148.2,92.6,45.9,69.9,70.5,3382.7,2776.1,99.9,40.0,94.3,0.2,40.6,13.4,2407.8,396.8,16
665.4,346.0,97.5,338.5,36.6,36.1,49.4,130.0,133.9,12.7,21.5,72.6,262.5,139.2,165.4,132.7,511.1,148.0,92.7,47.3,69.9,70.2,3348.5,2769.2,99.9,40.0,97.3,0.2,40.7,13.1,2409.8,396.6,16
667.2,340.2,97.5,335.5,36.8,35.4,49.6,130.0,133.9,12.7,21.4,72.5,262.6,139.2,165.5,132.7,511.4,147.7,92.6,47.7,70.6,69.9,3340.7,2767.3,99.9,40.0,99.6,0.2,40.1,13.3,2407.8,396.6,16
669.4,338.9,97.5,333.2,36.8,37.1,49.0,130.0,133.9,12.7,21.4,71.6,262.7,139.2,165.6,132.7,512.3,147.7,92.6,46.1,70.8,70.4,3370.9,2778.0,99.9,40.0,98.4,0.2,39.4,13.4,2407.8,396.6,16
670.1,340.7,97.5,332.8,35.8,35.4,48.8,130.0,133.9,12.7,21.3,72.6,262.2,139.2,165.5,132.7,512.3,147.7,92.6,46.2,70.3,70.5,3379.7,2776.1,99.9,40.0,98.1,0.2,40.5,13.3,2408.8,396.6,16
664.0,346.5,97.5,332.2,35.8,36.9,48.4,130.0,133.9,12.7,21.3,71.8,262.2,139.2,165.7,132.7,512.8,147.7,92.7,45.8,69.8,70.7,3415.9,2788.8,99.9,40.0,95.9,0.2,39.7,13.2,2409.8,396.6,16
658.9,350.9,97.5,334.3,35.2,35.2,48.9,130.0,133.9,12.7,21.3,71.0,262.1,139.2,165.5,132.7,512.6,148.0,92.6,47.3,70.3,70.0,3408.1,2790.7,99.9,40.0,99.7,0.2,39.3,13.2,2406.8,396.5,16
655.2,352.1,97.5,339.1,36.3,35.5,48.8,130.0,133.9,12.7,21.2,72.9,262.0,139.2,165.6,132.7,512.3,147.7,92.6,47.4,70.8,69.5,3397.3,2777.0,99.9,40.0,99.7,0.2,39.2,13.1,2409.8,396.6,16
661.5,347.5,97.5,340.3,36.0,35.3,49.5,130.0,133.9,12.8,21.3,71.4,262.4,139.2,165.6,132.7,513.1,147.7,92.5,46.0,70.4,70.4,3362.1,2769.2,99.9,40.0,99.7,0.2,39.4,13.2,2408.8,396.6,16
666.4,339.7,97.5,339.2,37.1,35.3,49.6,130.0,134.0,12.8,21.4,72.4,262.3,139.2,165.7,132.7,513.6,147.5,92.7,45.8,70.0,70.5,3320.1,2760.4,99.9,40.0,92.5,0.2,38.6,13.2,2408.8,396.6,16
620.0,372.2,97.5,364.2,33.4,32.0,47.7,130.3,133.9,13.0,22.1,70.2,261.7,139.2,166.1,132.9,516.7,147.5,93.1,46.5,70.1,70.7,3625.9,2668.6,99.7,16.3,51.6,62.9,49.3,14.4,2440.0,400.1,17
632.5,372.4,97.6,365.4,33.0,31.5,47.3,130.3,133.9,13.0,22.0,70.4,261.9,139.2,166.1,132.9,517.0,148.0,93.0,47.1,70.9,70.3,3641.5,2648.1,99.7,22.8,59.2,57.9,52.6,14.3,2439.1,400.0,17
631.7,366.5,97.6,363.2,33.0,31.5,47.3,130.4,133.9,13.0,21.8,70.9,261.8,139.2,166.2,132.8,517.0,147.5,93.0,45.7,70.9,70.1,3598.5,2671.6,99.7,19.7,42.1,58.5,51.0,14.4,2440.0,400.2,17
634.9,370.0,97.5,362.9,32.1,32.9,46.6,130.4,133.9,13.0,21.8,70.7,261.6,139.2,166.1,132.9,517.0,147.5,93.0,45.8,70.3,70.9,3536.0,2735.0,99.7,25.3,46.1,55.1,48.9,14.3,2439.1,400.2,17
626.4,373.9,97.5,362.5,32.4,32.9,47.2,130.4,133.9,13.0,21.7,69.8,261.3,139.2,166.4,132.9,517.5,147.5,93.0,45.9,70.4,70.5,3431.5,2824.9,99.8,40.0,51.9,51.2,51.3,14.4,2440.0,400.5,17
623.9,377.8,97.5,364.2,33.1,32.1,47.4,130.3,133.9,13.0,21.7,71.1,261.8,139.2,166.2,132.9,518.2,147.7,93.0,45.5,70.2,70.7,3455.9,2783.9,99.7,40.0,58.7,51.5,50.6,14.4,2441.0,400.2,17
635.2,364.8,97.6,364.8,33.7,31.8,48.0,130.3,133.9,13.0,21.8,71.1,261.9,139.2,166.2,132.9,517.5,147.3,93.1,46.0,70.3,70.6,3439.3,2811.2,99.7,40.0,54.1,58.1,49.7,14.3,2441.0,400.0,17
635.9,362.1,97.5,362.9,34.1,32.9,47.7,130.3,133.9,13.0,21.9,70.3,261.9,139.2,166.3,132.8,517.2,147.7,93.0,46.3,70.8,70.2,3370.9,2836.6,99.8,40.0,50.5,55.9,50.2,14.5,2440.0,400.4,17
638.8,366.5,97.5,359.1,33.1,32.6,47.6,130.4,133.9,13.0,21.9,69.9,261.5,139.2,166.3,132.9,517.9,147.5,93.1,45.7,70.9,70.3,3315.3,2858.1,99.7,40.0,46.2,51.3,51.6,14.3,2440.0,400.2,17
640.5,363.1,97.5,357.0,33.4,33.6,47.1,130.3,133.9,13.0,21.9,70.0,261.6,139.2,166.4,132.9,518.2,147.5,93.0,45.5,70.2,70.6,3293.8,2867.9,99.7,40.0,57.5,47.8,49.7,14.3,2440.0,400.4,17
633.0,362.6,97.5,356.5,32.6,32.6,47.4,130.3,133.9,13.0,22.0,70.7,261.3,139.2,166.4,132.9,517.5,147.7,93.0,45.6,70.3,70.6,3336.8,2872.8,99.7,40.0,56.8,54.4,50.6,14.2,2443.0,400.2,17
627.1,372.6,97.5,358.5,33.5,32.9,47.4,130.3,133.9,13.0,22.0,70.3,261.4,139.2,166.1,132.9,517.2,147.3,93.0,45.8,70.3,70.7,3359.2,2889.4,99.8,40.0,53.6,57.6,51.5,14.5,2441.0,400.1,17
629.3,371.9,97.6,360.8,32.8,33.4,47.4,130.3,133.9,13.0,22.1,70.2,261.6,139.2,166.2,132.9,517.2,147.5,93.0,46.6,70.9,70.4,3341.6,2893.3,99.8,40.0,48.7,54.1,49.7,14.3,2440.0,400.4,17
627.6,375.3,97.5,361.5,33.4,31.9,47.6,130.3,133.9,13.0,22.1,70.0,261.1,139.2,166.4,132.8,516.7,147.7,93.0,46.2,71.1,70.3,3303.5,2884.5,99.8,40.0,49.8,49.8,50.2,14.3,2440.0,400.2,17
633.5,369.7,97.5,362.4,32.9,33.0,47.4,130.3,133.9,13.0,22.1,69.6,261.2,139.2,166.2,132.9,517.9,147.3,93.0,45.3,70.3,70.5,3259.6,2867.9,99.8,40.0,48.7,49.1,51.3,14.2,2442.0,400.0,17
633.7,368.5,97.6,361.9,33.5,32.3,47.7,130.3,133.9,13.0,22.1,70.8,261.3,139.2,166.2,132.8,518.9,147.7,93.0,45.5,70.3,70.8,3283.0,2863.0,99.8,40.0,65.5,49.6,52.2,14.3,2441.0,400.2,17
632.7,374.6,97.5,361.1,32.8,32.4,47.3,130.3,133.9,13.0,22.0,70.6,261.3,139.2,166.2,132.9,517.0,147.7,93.0,46.8,70.8,70.2,3315.3,2849.3,99.8,40.0,53.7,63.8,50.0,14.4,2440.0,400.2,17
629.1,370.2,97.5,361.3,33.7,32.1,47.9,130.3,133.9,13.0,22.1,70.2,261.5,139.2,166.0,132.9,516.7,147.7,93.1,46.8,70.9,70.0,3306.5,2861.1,99.8,40.0,54.9,63.3,49.9,14.2,2440.0,400.2,17
629.3,370.2,97.5,362.3,33.8,32.2,47.8,130.4,133.9,13.0,22.1,70.0,261.7,139.2,166.2,132.9,518.9,147.3,93.1,45.7,70.3,70.5,3316.2,2883.5,99.8,40.0,57.0,58.3,49.8,14.4,2441.0,400.4,17
640.5,367.8,97.5,361.9,34.3,32.9,48.3,130.3,133.9,13.0,22.1,69.6,261.3,139.2,166.2,132.8,517.2,147.5,93.1,45.9,70.3,70.7,3344.6,2890.4,99.8,40.0,53.7,56.7,48.5,14.1,2440.0,400.1,17
641.5,362.1,97.5,358.4,34.0,33.9,47.7,130.3,133.9,13.0,22.0,70.0,261.4,139.2,166.2,132.8,517.7,147.7,93.1,45.9,70.3,70.4,3352.4,2897.2,99.8,40.0,55.3,55.9,49.1,14.1,2441.0,400.2,17
644.4,362.6,97.5,355.9,34.0,32.7,48.2,130.3,133.9,13.0,22.0,70.6,261.3,139.2,166.2,132.9,517.2,147.7,93.0,46.1,70.3,70.5,3335.8,2882.5,99.8,40.0,55.8,55.3,50.3,14.2,2440.0,400.1,17
646.2,358.7,97.5,355.2,34.4,33.9,47.9,130.4,133.9,13.0,22.1,70.0,261.4,139.2,166.3,132.8,517.0,147.3,93.2,46.2,70.6,70.4,3304.5,2876.7,99.9,40.0,54.0,55.6,49.7,14.3,2439.1,400.1,17
645.9,356.8,97.5,354.2,34.4,33.6,48.2,130.3,133.9,13.0,22.1,69.8,261.2,139.2,166.4,132.9,516.5,148.0,93.1,46.9,70.7,70.3,3296.7,2868.9,99.8,40.0,56.7,55.2,47.5,14.2,2441.0,400.4,17
644.2,360.0,97.6,353.1,34.7,33.2,47.8,130.3,133.9,13.0,22.1,69.8,260.7,139.2,166.3,132.8,517.7,147.5,93.0,46.5,70.8,69.7,3320.1,2843.5,99.8,40.0,66.1,59.8,48.1,14.2,2441.0,400.1,17
646.4,354.3,97.6,352.7,33.6,34.4,47.4,130.3,133.9,13.0,22.1,69.6,261.2,139.2,166.1,132.9,517.7,147.3,93.0,46.1,70.8,70.5,3360.2,2868.9,99.8,40.0,63.0,65.1,49.9,14.2,2442.0,400.2,17
647.6,354.8,97.5,352.5,33.3,33.1,47.0,130.4,133.9,13.0,22.0,69.6,261.0,139.2,166.2,132.9,518.7,147.5,93.1,45.8,70.6,70.5,3368.0,2861.1,99.8,40.0,70.3,63.3,50.3,14.1,2440.0,400.2,17
636.9,368.0,97.5,352.6,32.3,33.3,46.9,130.3,133.9,13.0,22.1,69.4,261.2,139.2,166.3,132.8,517.0,147.5,93.1,46.0,70.3,70.2,3351.4,2847.4,99.8,40.0,63.4,70.4,46.7,14.1,2440.0,400.1,17
635.9,373.9,97.6,355.8,32.6,32.7,46.8,130.3,133.9,13.0,22.0,69.6,261.0,139.2,166.0,132.9,517.7,147.3,93.1,45.8,70.4,70.2,3317.2,2847.4,99.8,40.0,56.6,68.8,47.4,14.1,2441.0,400.1,17
628.3,370.9,97.6,361.7,31.9,31.9,46.7,130.3,133.9,13.0,22.0,70.0,261.0,139.2,166.2,132.9,517.9,147.3,93.0,45.8,70.5,70.5,3289.9,2845.4,99.9,40.0,60.3,63.8,47.8,14.3,2440.0,400.2,17
618.8,376.8,97.6,364.7,32.7,32.2,47.4,130.3,133.9,13.0,21.9,70.8,261.0,139.2,166.2,132.9,517.0,147.7,93.1,46.4,70.6,70.2,3286.0,2861.1,99.8,40.0,62.1,59.9,49.1,14.1,2440.0,400.2,17
626.4,370.5,97.5,367.6,32.9,30.8,47.5,130.3,133.9,12.9,21.9,70.7,261.5,139.2,166.2,132.9,517.5,147.5,93.1,46.4,70.8,70.0,3326.0,2869.8,99.9,40.0,68.7,61.6,47.9,14.0,2440.0,400.1,17
628.1,375.8,97.6,367.0,33.9,31.8,48.0,130.3,133.9,12.9,21.8,69.4,261.1,139.2,166.2,132.9,518.4,147.7,93.0,45.8,70.8,70.0,3373.9,2862.0,99.9,40.0,69.5,67.9,47.3,14.1,2440.0,400.1,17
636.6,363.4,97.5,364.0,33.5,32.7,47.2,130.3,133.9,12.9,21.8,69.6,261.7,139.2,166.2,132.9,518.4,147.5,93.1,45.9,70.5,70.6,3370.0,2857.1,99.9,40.0,68.8,69.6,48.5,14.2,2439.1,400.1,17
639.6,362.1,97.5,360.1,33.1,32.9,47.6,130.3,134.0,12.9,21.7,70.1,261.1,139.2,166.1,132.8,517.7,147.7,93.1,45.6,70.1,70.5,3335.8,2859.1,99.9,40.0,63.4,67.3,48.2,14.0,2441.0,400.2,17
635.7,368.5,97.6,358.2,33.1,33.1,47.2,130.4,133.9,12.9,21.7,69.8,261.4,139.1,166.2,132.8,519.7,147.7,93.1,45.6,70.2,70.5,3317.2,2866.9,99.9,40.0,60.6,62.9,47.3,14.1,2441.0,400.2,17
631.3,369.0,97.6,359.8,33.5,31.6,47.7,130.3,133.9,12.9,21.7,69.5,261.2,139.2,166.2,132.9,517.5,147.5,93.0,46.6,70.8,70.4,3322.1,2848.4,99.9,40.0,65.8,61.5,47.2,14.2,2440.0,400.1,17
631.5,371.7,97.6,361.2,33.6,31.5,47.3,130.3,133.9,12.9,21.7,69.5,261.5,139.2,166.2,132.9,517.7,147.5,93.0,46.4,70.8,70.1,3329.9,2842.5,99.9,40.0,73.5,65.4,48.6,14.2,2440.0,400.2,17
634.2,364.6,97.6,361.7,33.2,33.3,47.5,130.3,133.9,12.9,21.6,70.2,261.4,139.2,166.2,132.9,518.2,147.5,93.1,45.8,70.6,70.6,3361.2,2843.5,99.9,40.0,67.6,72.9,46.3,14.2,2440.0,400.1,17
633.9,373.9,97.5,361.3,32.9,32.5,46.7,130.3,133.9,12.9,21.6,70.4,261.2,139.2,166.1,132.8,518.2,147.5,93.0,45.7,70.5,70.7,3355.3,2858.1,100.0,40.0,67.1,71.0,45.8,14.1,2439.1,400.4,17
631.0,359.0,97.6,360.8,32.7,33.3,47.3,130.3,134.0,12.9,21.9,70.2,261.4,139.2,166.1,132.9,517.5,147.5,93.1,46.1,70.2,70.4,3313.3,2845.4,100.0,40.0,67.1,66.9,47.8,13.9,2439.1,400.2,17
622.2,369.0,97.6,361.9,33.6,32.4,47.4,130.3,133.9,12.9,22.1,70.0,261.2,139.1,166.1,132.9,518.4,147.7,93.1,45.9,70.5,70.4,3298.7,2839.6,100.0,40.0,73.7,67.3,46.7,14.1,2439.1,400.2,17
631.0,358.7,97.6,363.0,33.2,32.0,47.5,130.3,133.9,12.9,22.3,70.4,261.3,139.2,166.1,132.9,517.5,147.7,93.1,45.8,70.5,70.6,3326.0,2831.7,100.0,40.0,76.0,73.5,45.4,14.0,2439.1,400.1,17
636.6,359.7,97.5,362.6,33.5,31.9,47.3,130.3,133.9,12.9,22.3,70.9,260.9,139.1,166.2,132.9,518.4,147.7,93.1,46.7,70.6,70.4,3344.6,2823.9,100.0,40.0,79.5,78.8,46.1,14.0,2440.0,400.2,17
633.7,369.0,97.6,362.0,32.6,33.0,47.2,130.4,133.9,12.9,22.2,70.1,261.1,139.2,166.1,132.8,516.7,148.2,93.1,46.7,70.9,70.2,3355.3,2833.7,100.0,40.0,75.9,78.9,46.4,14.1,2440.0,400.2,17
634.7,372.4,97.6,361.3,33.2,32.2,47.3,130.3,133.9,12.9,22.2,70.1,261.1,139.1,166.0,132.9,516.7,148.0,93.1,45.7,70.9,70.1,3376.8,2853.2,100.0,40.0,71.4,74.5,47.3,14.0,2439.1,400.2,17
629.1,372.4,97.6,361.7,32.6,32.0,47.3,130.4,133.9,12.9,22.2,70.3,261.1,139.1,166.1,132.9,517.9,147.3,93.0,45.8,70.5,71.0,3380.7,2845.4,100.0,40.0,74.0,70.5,44.9,13.9,2441.0,400.2,17
624.2,364.8,97.5,362.5,33.4,32.7,47.7,130.3,133.9,12.9,22.2,70.5,261.4,139.2,166.2,132.9,517.2,147.3,93.1,45.7,70.3,70.4,3360.2,2842.5,100.0,40.0,73.1,74.1,45.5,14.1,2438.1,400.1,17
630.8,364.1,97.6,363.5,33.1,32.0,47.5,130.3,133.9,12.9,22.1,69.6,261.3,139.1,166.2,132.8,517.7,148.0,93.0,45.9,70.6,70.5,3322.1,2818.1,100.0,40.0,80.0,73.1,44.8,14.0,2440.0,400.1,17
634.4,372.9,97.6,363.6,33.7,32.7,47.5,130.3,133.9,13.0,22.0,70.3,261.2,139.2,166.1,132.8,517.5,147.7,93.1,46.0,70.4,70.6,3325.0,2805.4,100.0,40.0,82.1,79.6,47.2,14.2,2440.0,400.1,17
635.9,370.5,97.5,362.9,32.7,33.5,47.0,130.3,134.0,13.0,22.0,70.6,261.3,139.1,166.2,132.8,517.5,147.5,93.1,46.0,70.5,70.5,3361.2,2817.1,100.0,40.0,85.7,82.1,46.5,14.1,2440.0,400.1,17
635.9,370.9,97.5,362.9,32.7,33.5,47.0,130.3,134.0,13.0,22.0,70.6,261.3,139.1,166.2,132.8,517.2,147.5,93.1,46.0,70.5,70.5,3361.2,2817.1,100.0,40.0,85.7,82.1,46.5,14.1,2440.0,400.1,17
632.0,372.2,97.5,361.4,32.4,32.7,46.8,130.3,133.9,13.0,22.0,70.1,261.0,139.2,166.2,132.9,517.2,147.5,93.2,46.7,70.9,70.0,3416.8,2825.9,100.0,40.0,85.6,84.9,44.0,14.0,2439.1,400.0,17
624.7,378.5,97.5,363.1,33.2,31.7,47.6,130.3,133.9,13.0,22.0,70.7,261.2,139.1,166.2,132.9,517.2,147.7,93.1,45.4,70.7,70.5,3400.2,2808.3,100.0,40.0,85.9,85.5,44.8,14.2,2440.0,400.1,17
628.8,368.7,97.5,364.5,33.9,31.6,47.4,130.4,134.0,13.0,21.9,70.2,261.2,139.2,166.2,132.9,518.4,147.7,93.2,45.3,70.1,70.6,3379.7,2802.4,100.0,40.0,86.5,85.9,44.1,14.1,2439.1,400.2,17
641.0,361.7,97.5,361.5,33.5,32.5,47.5,130.3,133.9,13.0,21.9,69.3,261.1,139.2,166.2,132.8,517.2,147.5,93.1,45.9,70.1,70.3,3346.5,2790.7,100.0,40.0,90.1,88.2,44.4,14.1,2439.1,400.1,17
642.7,364.8,97.5,357.5,33.1,33.2,46.9,130.4,134.0,13.0,21.8,69.6,261.1,139.2,166.1,132.8,517.2,147.7,93.0,46.5,70.7,70.3,3353.4,2796.6,100.0,40.0,88.1,89.1,44.5,13.8,2440.0,400.1,17
634.9,371.7,97.5,356.8,32.8,32.7,47.4,130.4,133.9,13.0,21.8,70.0,261.3,139.1,166.1,132.9,517.9,147.7,93.1,46.5,71.0,70.3,3407.1,2824.9,100.0,40.0,83.3,86.6,45.2,14.1,2439.1,400.1,17
629.5,376.3,97.5,359.1,33.8,32.6,47.5,130.4,133.9,13.0,21.9,69.9,261.1,139.1,166.2,132.9,517.2,147.5,93.1,45.6,70.5,70.8,3390.5,2806.3,100.0,40.0,93.8,83.1,44.3,14.1,2439.1,400.0,17
634.9,361.7,97.6,361.1,33.5,33.8,47.8,130.3,133.9,13.0,21.9,69.9,261.2,139.1,166.1,132.9,517.7,147.7,93.1,45.6,70.2,70.6,3375.8,2790.7,100.0,40.0,87.0,90.2,45.8,13.9,2439.1,400.1,17
632.5,369.5,97.6,360.7,34.1,34.1,47.8,130.3,133.9,13.0,21.8,70.4,260.9,139.1,166.1,132.9,517.7,148.0,93.2,46.2,70.5,70.3,3372.9,2799.5,100.0,40.0,92.8,89.4,45.3,14.2,2438.1,400.1,17
634.9,357.5,97.5,359.8,33.7,33.4,47.8,130.3,133.9,13.0,21.8,70.3,261.0,139.2,166.2,132.9,517.7,147.7,93.1,47.1,70.8,70.2,3395.4,2792.7,100.0,40.0,86.0,91.9,44.5,13.9,2439.1,400.1,17
638.8,360.4,97.5,357.9,34.4,32.8,48.1,130.4,133.9,13.0,21.9,71.3,261.2,139.1,166.1,132.9,517.5,147.7,93.1,46.1,71.0,70.3,3407.1,2813.2,100.0,40.0,89.6,91.5,43.1,14.0,2440.0,400.1,17
639.1,365.3,97.5,357.1,33.6,33.0,47.7,130.3,133.9,13.0,21.8,70.0,260.8,139.2,166.1,132.8,517.9,147.7,93.1,45.6,70.0,70.7,3414.9,2808.3,100.0,40.0,90.1,89.0,44.5,13.9,2440.0,400.1,17
642.2,352.4,97.5,356.8,33.8,33.3,47.6,130.3,133.9,13.0,21.8,70.8,260.9,139.1,166.1,132.9,517.9,147.3,93.0,46.6,70.6,70.4,3382.7,2793.7,100.0,40.0,89.2,89.7,44.0,13.8,2439.1,400.1,17
635.4,356.5,97.5,356.3,32.8,33.0,47.4,130.3,134.0,13.0,21.8,70.3,261.1,139.1,166.1,132.8,516.2,147.5,93.2,47.2,71.2,70.0,3355.3,2775.1,100.0,40.0,93.1,90.3,43.8,13.9,2440.0,400.0,17
632.0,361.2,97.5,358.0,33.7,32.7,47.8,130.3,133.9,13.0,21.9,70.1,261.1,139.2,166.2,132.9,517.9,147.5,93.1,44.9,70.0,71.3,3357.3,2788.8,100.0,40.0,91.1,92.3,43.6,13.7,2439.1,400.0,17
630.8,371.9,97.6,360.4,33.3,32.9,47.4,130.3,134.0,13.0,21.9,69.9,261.2,139.1,166.1,132.9,517.0,147.3,93.2,46.5,70.0,70.8,3360.2,2795.6,100.0,40.0,90.2,90.6,44.1,14.1,2440.0,400.0,17
630.8,371.9,97.6,360.4,33.3,32.9,47.4,130.3,134.0,13.0,21.9,69.9,261.2,139.1,166.1,132.9,517.0,147.3,93.2,46.5,70.0,70.8,3360.2,2795.6,100.0,40.0,90.2,90.6,44.1,14.1,2440.0,400.0,17
633.7,359.2,97.6,360.8,33.6,32.3,47.8,130.4,134.0,13.0,21.8,69.6,261.0,139.2,166.0,132.9,516.7,148.2,93.1,47.2,71.2,70.0,3423.7,2799.5,100.0,40.0,94.6,90.3,43.4,13.9,2439.1,400.0,17
635.2,362.9,97.5,360.7,33.6,31.7,47.4,130.3,134.0,13.0,21.8,70.5,261.1,139.2,166.1,132.8,517.5,147.7,93.2,45.5,71.1,70.4,3430.5,2789.7,100.0,40.0,99.1,93.9,42.6,13.8,2438.1,400.0,17
637.9,370.0,97.5,360.1,33.7,32.5,48.0,130.3,134.0,13.0,21.8,70.1,261.2,139.1,166.2,132.9,518.2,147.5,93.1,45.0,70.1,70.8,3412.9,2785.8,99.9,40.0,98.6,99.1,41.5,13.9,2439.1,400.1,17
637.9,359.2,97.6,359.3,34.3,33.3,47.7,130.3,134.0,13.0,21.8,69.9,261.1,139.1,166.1,132.9,518.2,148.0,93.1,46.4,70.2,70.8,3389.5,2781.9,99.9,40.0,94.2,98.1,42.5,13.8,2439.1,400.0,17
642.5,360.9,97.5,358.0,34.2,32.9,48.1,130.3,134.0,13.0,21.8,69.3,260.6,139.1,166.1,132.8,517.0,148.0,93.2,47.2,70.9,69.8,3366.1,2782.9,99.9,40.0,98.7,94.8,43.4,13.9,2439.1,400.0,17
644.7,356.3,97.5,355.8,34.4,32.9,47.6,130.3,133.9,13.0,21.7,70.0,260.5,139.1,166.2,132.9,517.9,147.5,93.2,45.6,70.7,70.2,3359.2,2772.2,99.9,40.0,97.6,96.8,44.0,13.7,2440.0,400.0,17
646.9,363.1,97.5,352.4,33.6,33.5,47.6,130.4,133.9,13.0,21.7,70.3,260.9,139.1,166.1,132.9,517.5,147.3,93.1,45.6,70.5,70.5,3386.6,2788.8,100.0,40.0,97.7,98.1,43.2,13.9,2439.1,400.1,17
641.3,359.2,97.6,352.7,33.4,34.3,47.0,130.3,133.9,13.0,21.6,70.3,260.9,139.2,166.1,132.9,518.2,147.7,93.1,45.8,70.3,70.5,3419.8,2789.7,99.9,40.0,99.7,98.6,42.3,13.8,2439.1,400.1,17
635.4,367.5,97.6,354.6,32.6,32.6,47.3,130.3,133.9,13.0,21.6,69.8,261.1,139.1,166.1,132.9,517.0,147.3,93.1,45.5,69.9,70.7,3406.1,2778.0,99.9,40.0,99.7,98.9,42.2,13.9,2438.1,399.8,17
627.6,371.9,97.5,358.1,33.2,32.0,47.2,130.4,133.9,13.0,21.7,69.9,260.8,139.1,166.2,132.8,516.5,147.5,93.0,47.3,70.6,70.2,3382.7,2771.2,99.9,40.0,99.7,99.1,42.3,13.8,2439.1,400.1,17
625.9,370.9,97.6,360.9,32.9,32.2,47.4,130.3,133.9,13.0,21.8,70.2,261.1,139.1,166.2,132.9,516.2,147.7,93.2,47.0,70.8,69.7,3370.9,2769.2,99.9,40.0,99.7,99.1,42.8,13.9,2440.0,400.0,17
628.3,366.8,97.6,361.9,33.8,32.7,47.6,130.3,133.9,13.0,21.9,70.4,261.2,139.1,166.1,132.8,517.2,147.5,93.1,45.6,70.5,70.4,3385.6,2779.0,99.9,40.0,99.7,99.0,41.4,13.8,2439.1,400.0,17
637.6,365.8,97.6,362.1,33.0,32.1,47.4,130.3,134.0,13.0,21.9,69.2,261.4,139.1,166.1,132.9,517.9,148.2,93.1,45.9,70.7,70.5,3407.1,2781.9,99.9,40.0,93.4,98.7,41.4,13.8,2438.1,400.0,17
636.9,372.4,97.5,360.4,33.3,32.3,47.4,130.3,134.0,13.0,21.8,70.3,260.9,139.1,166.1,132.9,517.5,147.5,93.1,46.1,70.7,70.6,3416.8,2792.7,99.9,40.0,93.2,98.7,42.1,13.9,2439.1,399.8,17
636.1,372.2,97.6,359.3,32.6,32.2,47.4,130.3,134.0,13.0,21.8,69.3,261.3,139.1,166.2,132.9,516.7,147.7,93.1,45.5,70.5,70.2,3427.6,2802.4,99.9,40.0,99.7,93.9,42.0,13.8,2439.1,400.0,17
625.4,368.5,97.6,360.3,33.9,32.6,48.2,130.3,134.0,13.0,22.0,69.9,261.0,139.1,166.1,132.9,517.2,147.7,93.2,45.4,70.4,70.6,3412.9,2780.0,99.9,40.0,99.7,96.4,40.2,13.7,2438.1,400.0,17
633.7,359.0,97.5,361.5,34.5,31.8,48.3,130.3,134.0,13.0,22.1,70.2,261.0,139.1,166.1,132.8,517.2,147.7,93.2,46.4,70.7,70.5,3400.2,2779.0,99.9,40.0,96.2,98.9,40.1,13.8,2439.1,400.0,17
645.9,363.4,97.6,357.8,34.8,32.3,48.3,130.3,134.0,13.0,22.0,71.2,261.1,139.1,166.1,132.9,516.7,147.5,93.2,46.6,70.8,70.1,3403.2,2791.7,99.9,40.0,93.2,99.2,41.3,13.7,2440.0,400.0,17
649.3,353.4,97.6,352.1,34.0,34.3,47.6,130.4,134.0,13.0,22.0,69.2,261.1,139.1,166.1,132.8,517.5,147.7,93.2,46.7,71.0,70.3,3424.7,2808.3,99.9,40.0,92.2,94.5,41.4,13.7,2438.1,399.8,17
648.6,354.8,97.5,351.2,34.2,34.3,48.1,130.3,134.0,13.0,22.1,69.9,261.5,139.1,166.0,132.8,517.9,147.5,93.2,45.4,70.1,71.1,3407.1,2798.5,99.9,40.0,91.6,91.5,39.4,13.8,2439.1,400.0,17
641.0,365.3,97.5,352.0,34.5,33.0,47.9,130.3,134.0,13.0,22.1,71.1,261.4,139.1,166.0,132.8,516.5,148.0,93.2,46.5,69.8,70.1,3398.3,2781.0,99.9,40.0,99.7,93.1,40.8,14.0,2438.1,400.0,17
644.2,361.7,97.5,353.0,34.4,32.1,48.1,130.3,133.9,13.0,22.0,69.8,261.2,139.1,166.1,132.9,517.7,148.2,93.1,46.9,70.9,70.2,3367.0,2766.3,99.8,40.0,97.2,98.7,41.9,13.8,2438.1,400.0,17
